Variable Categories,Variable Subject,Mother Variable Survey Origin,Mother - Variable,Mother - Label,Smartphone Pilot - Variable,Smartphone Pilot - Label,Smartphone-HH,Smartphone-Person,Smartphone-Vehicle,Smartphone-Day,Smartphone-Trip,Smartphone Pilot - Location,NYCDOT Mobility - Variable,NYCDOT Mobility - Label,NYCDOT-HH,NYCDOT-Person,NYCDOT-Vehicle,NYCDOT-Day,NYCDOT-Trip,NHTS - Variable,NHTS - Label,NHTS - HH,NHTS - PER,NHTS - VEH,NHTS - TRIP,RHTS - Variable,RHTS - Label,RHTS - HH_DELIV,RHTS - PER_DELIV,RHTS - VEH_DELIV,RHTS - PLACE_DELIV,RHTS - LINKEDTRIPS,RHTS - UNLINKEDTRIPS,RHTS - TOUR,RHTS - SUBTOUR
Vehicle-Level,Person characteristics,NHTS,VPACT,Count of Times of Vigorous Physical Activity in Past Week,,,,,,,,,,,,,,,,VPACT,Count of Times of Vigorous Physical Activity in Past Week,,1,,,,,,,,,,,,
Vehicle-Level,Walk-related,NHTS,WALK4EX,Count of Walk Trips for Exercise,,,,,,,,,,,,,,,,WALK4EX,Count of Walk Trips for Exercise,,1,,,,,,,,,,,,
Vehicle-Level,Walk-related,NHTS,WALK_DEF,Reason for Not Walking More: Infrastructure,,,,,,,,,,,,,,,,WALK_DEF,Reason for Not Walking More: Infrastructure,,1,,,,,,,,,,,,
Vehicle-Level,Walk-related,NHTS,WALK_GKQ,Reason for Not Walking More: Safety,,,,,,,,,,,,,,,,WALK_GKQ,Reason for Not Walking More: Safety,,1,,,,,,,,,,,,
Person-Level,Identifier,NHTS,WHODROVE,Person Identifier Who Drove on Trip,,,,,,,,,,,,,,,,WHODROVE,Person Identifier Who Drove on Trip,,,,1,,,,,,,,,,
Person-Level,Identifier,NHTS,WHOPROXY,Household Person Identifier Responsible for Trip Reporting,,,,,,,,,,,,,,,,WHOPROXY,Household Person Identifier Responsible for Trip Reporting,,1,,,,,,,,,,,,
Day-Level,General trip characteristics,NHTS,WHYTRP1S,Trip purpose summary,,,,,,,,,,,,,,,,WHYTRP1S,Trip purpose summary,,,,1,OTPURP,Origin Primary Trip Purpose [RETR],,,,,2,2,,
Day-Level,General trip characteristics,NHTS,WHYTRP90,Travel day trip purpose consistent with 1990 NPTS design.,,,,,,,,,,,,,,,,WHYTRP90,Travel day trip purpose consistent with 1990 NPTS design.,,,,1,,,,,,,,,,
Person-Level,Person characteristics,NHTS,WKFMHMXX,Count of Days Worked From Home in Last Month,,,,,,,,,,,,,,,,WKFMHMXX,Count of Days Worked From Home in Last Month,,1,,,,,,,,,,,,
Person-Level,Work-related,NHTS,WKRMHM,Option of Working from Home,,,,,,,,,,,,,,,,WKRMHM,Option of Working from Home,,1,,,,,,,,,,,,
Person-Level,Census-related,NHTS,WKSTFIPS,The state FIPS code for the respondent's geocoded work address. The state FIPS codes were identified using United States Census Bureau 2016 TIGER/Line Shapefiles.,,,,,,,,,,,,,,,,WKSTFIPS,The state FIPS code for the respondent's geocoded work address. The state FIPS codes were identified using United States Census Bureau 2016 TIGER/Line Shapefiles.,,1,,,WFIPS,Work Location County,,2,,,,,,
Person-Level,Work-related,NHTS,WRKTIME,Arrival Time at Work,,,,,,,,,,,,,,,,WRKTIME,Arrival Time at Work,,1,,,,,,,,,,,,
Person-Level,Person characteristics,NHTS,MEDDVCUSED,Medical Device Used,,,,,,,,,,,,,,,,"W_CANE |
W_CHAIR |
W_CRUTCH |
W_DOG |
W_MTRCHR |
W_NONE |
W_SCOOTR |
W_WHCANE |
W_WLKR","Medical Device Used: Cane |
Medical Device Used: Wheelchair |
Medical Device Used: Crutches |
Medical Device Used: Dog Assistance |
Medical Device Used: Motorized Wheelchair |
Medical Device Used: None |
Medical Device Used: Motorized Scooter |
Medical Device Used: White Cane |
Medical Device Used: Walker",,1,,,,,,,,,,,,
Person-Level,Person characteristics,NHTS,YEARMILE,Miles Personally Driven in all Vehicles,,,,,,,,,,,,,,,,YEARMILE,Miles Personally Driven in all Vehicles,,1,,,,,,,,,,,,
Person-Level,Person characteristics,NHTS,YRTOUS,Year of Arrival in United States,,,,,,,,,,,,,,,,YRTOUS,Year of Arrival in United States,,1,,,,,,,,,,,,
Household-Level,Survey-related,RHTS,RECMode,Recruit Mode,,,,,,,,,,,,,,,,,,,,,,RECMode,Recruit Mode,1,,,,,,,
Household-Level,Survey-related,RHTS,RETMode,Retrieval Mode,,,,,,,,,,,,,,,,,,,,,,RETMode,Retrieval Mode,1,,,,,,,
Household-Level,Survey-related,NHTS,SMPLSRCE,Sample where the case originated,,,,,,,,,,,,,,,,SMPLSRCE,Sample where the case originated,1,1,1,1,STYPE,Sample Type,1,,,,,,,
Household-Level,Survey-related,RHTS,GTYPE,GPS Type,,,,,,,,,,,,,,,,,,,,,,GTYPE,GPS Type,1,,,,1,1,1,
Household-Level,Survey-related,RHTS,LTELE,Land-Based Telephone Service,,,,,,,,,,,,,,,,,,,,,,LTELE,Land-Based Telephone Service,1,,,,,,,
Household-Level,Household Characteristics,RHTS,HHLNG,Household Language,,,,,,,,,,,,,,,,,,,,,,HHLNG,Household Language,1,,,,,,,
Household-Level,Household Characteristics,RHTS,O_HHLNG,"Other, Household Language",,,,,,,,,,,,,,,,,,,,,,O_HHLNG,"Other, Household Language",1,,,,,,,
Household-Level,Household Characteristics,RHTS,HCITY,Home City (TB),,,,,,,,,,,,,,,,,,,,,,HCITY,Home City (TB),1,,,,,,,
Household-Level,Household Characteristics,RHTS,HCITY_PL,Home City (Place Name),,,,,,,,,,,,,,,,,,,,,,HCITY_PL,Home City (Place Name),1,,,,,,,
Household-Level,Household Characteristics,RHTS,HCITY_MCD,Home City (MCD Place Name),,,,,,,,,,,,,,,,,,,,,,HCITY_MCD,Home City (MCD Place Name),1,,,,,1,1,1
Household-Level,Household Characteristics,RHTS,HZIP,Home Zip Code,,,,,,,,,,,,,,,,,,,,,,HZIP,Home Zip Code,1,,,,,1,1,1
Household-Level,Household Characteristics,RHTS,PARTIAL,Flag for Partially Completed Households,,,,,,,,,,,,,,,,,,,,,,PARTIAL,Flag for Partially Completed Households,1,1,,,,,,
Household-Level,Identifier,RHTS,HH1,Domain,,,,,,,,,,,,,,,,,,,,,,HH1,Domain,1,1,1,1,1,1,1,1
Household-Level,Census-related,RHTS,GEO_GROUP1,County Group: Level 1,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP1,County Group: Level 1,1,1,,1,,,,
Household-Level,Census-related,RHTS,GEO_GROUP2,Regional Boundaries: Level 2,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP2,Regional Boundaries: Level 2,1,1,,1,,,,
Household-Level,Census-related,RHTS,GEO_GROUP3,Political Boundaries: Level 3,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP3,Political Boundaries: Level 3,1,1,,1,,,,
Household-Level,Census-related,RHTS,HTAZ,Home TAZ (NYMTC),,,,,,,,,,,,,,,,,,,,,,HTAZ,Home TAZ (NYMTC),1,,,,1,1,1,1
Person-Level,Person characteristics,RHTS,VOLUN,Volunteer,,,,,,,,,,,,,,,,,,,,,,VOLUN,Volunteer,,1,,,,,,
Person-Level,Person characteristics,RHTS,WKSTAT,Unemployment Status,,,,,,,,,,,,,,,,,,,,,,WKSTAT,Unemployment Status,,1,,,,,,
Person-Level,Work-related,None,JOBSHRS,Job Hours,,,,,,,,,,,,,,,,,,,,,,"HRS1 |
HRS2 |
HRS3","Job #1 Hours |
Job #2 Hours |
Job #3 Hours",,1,,,,,,
Person-Level,Work-related,RHTS,WDAYS,Work Days,,,,,,,,,,,,,,,,,,,,,,WDAYS,Work Days,,1,,,,,,
Person-Level,Work-related,RHTS,COMPR | O_COMPR,"Compressed Work Week | Other, Compressed Work Week",,,,,,,,,,,,,,,,,,,,,,COMPR | O_COMPR,"Compressed Work Week | Other, Compressed Work Week",,1,,,,,,
Person-Level,Work-related,RHTS,EMPLR | O_EMPLR,"Employer | Other, Employer",,,,,,,,,,,,,,,,,,,,,,EMPLR | O_EMPLR,"Employer | Other, Employer",,1,,,,,,
Person-Level,Work-related,RHTS,WNAME,Name of Employer,,,,,,,,,,,,,,,,,,,,,,WNAME,Name of Employer,,1,,,,,,
Person-Level,Work-related,RHTS,WADDR,Work Address,,,,,,,,,,,,,,,,,,,,,,WADDR,Work Address,,1,,,,,,
Person-Level,Work-related,RHTS,WXSTR,Work Cross Streets,,,,,,,,,,,,,,,,,,,,,,WXSTR,Work Cross Streets,,1,,,,,,
Person-Level,Work-related,RHTS,WCITY,Work City (TB),,,,,,,,,,,,,,,,,,,,,,WCITY,Work City (TB),,1,,,,,,
Person-Level,Work-related,RHTS,WCITY_PL,Work City (Place Name),,,,,,,,,,,,,,,,,,,,,,WCITY_PL,Work City (Place Name),,1,,,,,,
Person-Level,Work-related,RHTS,WCITY_MCD,Work City (MCD Place Name),,,,,,,,,,,,,,,,,,,,,,WCITY_MCD,Work City (MCD Place Name),,1,,,,,,
Person-Level,Work-related,RHTS,WZIP,Work Zip,,,,,,,,,,,,,,,,,,,,,,WZIP,Work Zip,,1,,,,,,
Person-Level,Work-related,RHTS,WTAZ,Work Location TAZ (NYMTC),,,,,,,,,,,,,,,,,,,,,,WTAZ,Work Location TAZ (NYMTC),,1,,,,,,
Person-Level,Census-related,RHTS,WTRACT,Work Location Census Tract (2010),,,,,,,,,,,,,,,,,,,,,,WTRACT,Work Location Census Tract (2010),,1,,,,,,
Person-Level,Vehicle characteristics,RHTS,CDRIV,Commercial Driving,,,,,,,,,,,,,,,,,,,,,,CDRIV,Commercial Driving,,1,,,,,,
Person-Level,Vehicle characteristics,RHTS,CVEH,Vehicle Number Driven Commercially,,,,,,,,,,,,,,,,,,,,,,CVEH,Vehicle Number Driven Commercially,,1,,,,,,
Person-Level,Vehicle-related,None,ESUB_BEN,Employer-Transportation Benefits,,,,,,,,,,,,,,,,,,,,,,"ESUB_1 |
ESUB_2 |
ESUB_3","Employer-Transportation Benefit 1 |
Employer-Transportation Benefit 2 |
Employer-Transportation Benefit 3",,1,,,,,,
Person-Level,Vehicle-related,RHTS,O_ESUB,"Other, Employer-Transportation Benefit",,,,,,,,,,,,,,,,,,,,,,O_ESUB,"Other, Employer-Transportation Benefit",,1,,,,,,
Person-Level,Work-related,RHTS,WSTRT,Work Start Time,,,,,,,,,,,,,,,,,,,,,,WSTRT,Work Start Time,,1,,,,,,
Person-Level,Work-related,RHTS,WEND,Work End Time,,,,,,,,,,,,,,,,,,,,,,WEND,Work End Time,,1,,,,,,
Person-Level,Work-related,RHTS,SCHED,Work Schedule,,,,,,,,,,,,,,,,,,,,,,SCHED,Work Schedule,,1,,,,,,
Person-Level,Work-related,RHTS,STRVR,Start Time Variation,,,,,,,,,,,,,,,,,,,,,,STRVR,Start Time Variation,,1,,,,,,
Person-Level,Work-related,RHTS,O_STRVR,"Other, Start Time Variation",,,,,,,,,,,,,,,,,,,,,,O_STRVR,"Other, Start Time Variation",,1,,,,,,
Person-Level,Work-related,RHTS,ENDVR,End Time Variation,,,,,,,,,,,,,,,,,,,,,,ENDVR,End Time Variation,,1,,,,,,
Person-Level,Work-related,RHTS,O_ENDVR,"Other, End Time Variation",,,,,,,,,,,,,,,,,,,,,,O_ENDVR,"Other, End Time Variation",,1,,,,,,
Person-Level,School-related,RHTS,TTTSS,Typical Travel Time to School,,,,,,,,,,,,,,,,,,,,,,TTTSS,Typical Travel Time to School,,1,,,,,,
Vehicle-Level,Transit-related,RHTS,EZPAS,E-ZPass Tag,,,,,,,,,,,,,,,,,,,,,,EZPAS,E-ZPass Tag,,,1,,,,,
Vehicle-Level,Transit-related,RHTS,O_CNTV,Reason Not Used,,,,,,,,,,,,,,,,,,,,,,O_CNTV,Reason Not Used,,,1,,,,,
Trip-Level,Identifier,RHTS,PLSAM,Place Unique Identifier,,,,,,,,,,,,,,,,,,,,,,PLSAM,Place Unique Identifier,,,,1,1,1,,
Trip-Level,Identifier,RHTS,PLANO,Place Number,,,,,,,,,,,,,,,,,,,,,,PLANO,Place Number,,,,1,1,1,,
Trip-Level,Identifier,RHTS,PNAME,Place Name,,,,,,,,,,,,,,,,,,,,,,PNAME,Place Name,,,,1,1,1,,
Trip-Level,Vehicle-related,RHTS,DYGOV,Exit Vehicle,,,,,,,,,,,,,,,,,,,,,,DYGOV,Exit Vehicle,,,,1,1,1,,
Trip-Level,Parking-related,RHTS,PXSTR,Parking Cross Streets,,,,,,,,,,,,,,,,,,,,,,PXSTR,Parking Cross Streets,,,,1,1,1,,
Trip-Level,Transit-related,RHTS,PKUNT,Pay Unit,,,,,,,,,,,,,,,,,,,,,,PKUNT,Pay Unit,,,,1,1,1,,
Trip-Level,Travel experience-related,RHTS,TOLFT,Paid Fee for a Toll Road or Bridge/Tunnel on your Trip,,,,,,,,,,,,,,,,,,,,,,TOLFT,Paid Fee for a Toll Road or Bridge/Tunnel on your Trip,,,,1,1,1,,
Trip-Level,Travel experience-related,RHTS,TLONB,Number of Toll Facilities Used,,,,,,,,,,,,,,,,,,,,,,TLONB,Number of Toll Facilities Used,,,,1,1,1,,
Trip-Level,Travel experience-related,RHTS,TLFC1,Toll Road or Bridge/Tunnel,,,,,,,,,,,,,,,,,,,,,,TLFC1,Toll Road or Bridge/Tunnel,,,,1,1,1,,
Trip-Level,Travel experience-related,None,TOLLFACNAME,Name of Toll Facility,,,,,,,,,,,,,,,,,,,,,,"TOPN1 |
TOPN2 |
TOPN3",Name of Toll Facility,,,,1,1,1,,
Trip-Level,Travel experience-related,None,TOLLINTCHGENT,Interchange Used to Enter Facility,,,,,,,,,,,,,,,,,,,,,,"TOLE1 |
TOLE2 |
TOLE3",Interchange Used to Enter Facility,,,,1,1,1,,
Trip-Level,Travel experience-related,None,TOLLINTCHGEXT,Interchange Used to Exit Facility,,,,,,,,,,,,,,,,,,,,,,"TOLX1 |
TOLX2 |
TOLX3",Interchange Used to Exit Facility,,,,1,1,1,,
Trip-Level,Travel experience-related,None,TOLLFEEAMT,Amount of Toll Fee Paid,,,,,,,,,,,,,,,,,,,,,,"TLLC1 |
TLLC2 |
TLLC3",Amount of Toll Fee Paid,,,,1,1,1,,
Trip-Level,Travel experience-related,None,TOLLPAYMETHOD,"Toll Payment Method |
Other, Toll Payment Method",,,,,,,,,,,,,,,,,,,,,,"TLFR1 |
TLFR2 |
TLFR3 |
O_TLFR1 |
O_TLFR2 |
O_TLFR3","Toll Payment Method |
Other, Toll Payment Method",,,,1,1,1,,
Trip-Level,Travel experience-related,None,TOLLRDBRDGTNNL,Toll Road or Bridge/Tunnel,,,,,,,,,,,,,,,,,,,,,,"TLFC2 |
TLFC3",Toll Road or Bridge/Tunnel,,,,1,1,1,,
Trip-Level,Transit-related,RHTS,ROUTE,Route/Line Number for Transit Trips,,,,,,,,,,,,,,,,,,,,,,ROUTE,Route/Line Number for Transit Trips,,,,1,1,1,,
Trip-Level,Transit-related,RHTS,FAREC,Transit Fare Cash,,,,,,,,,,,,,,,,,,,,,,FAREC,Transit Fare Cash,,,,1,1,1,,
Trip-Level,Transit-related,RHTS,BUSPS | O_BUSPS,"Transit Pass Type | Other, Transit Pass Type ",,,,,,,,,,,,,,,,,,,,,,BUSPS | O_BUSPS,"Transit Pass Type | Other, Transit Pass Type ",,,,1,1,1,,
Trip-Level,Transit-related,RHTS,MTABP | O_MTABP,"Type of Unlimited Ride Metrocard | Other, Type of MetroCard",,,,,,,,,,,,,,,,,,,,,,MTABP | O_MTABP,"Type of Unlimited Ride Metrocard | Other, Type of MetroCard",,,,1,1,1,,
Trip-Level,Transit-related,RHTS,FRBAS | O_FRBAS,"Transit Pass Unit | Other, Transit Pass Unit",,,,,,,,,,,,,,,,,,,,,,FRBAS | O_FRBAS,"Transit Pass Unit | Other, Transit Pass Unit",,,,1,1,1,,
Trip-Level,Survey-related,RHTS,ADDR,Address,,,,,,,,,,,,,,,,,,,,,,ADDR,Address,,,,1,,,,
Trip-Level,Census-related,RHTS,CITY | CITY_PL |CITY_MCD,City (TB) |City (Place Name) | City (MCD Place Name),,,,,,,,,,,,,,,,,,,,,,CITY | CITY_PL |CITY_MCD,City (TB) |City (Place Name) | City (MCD Place Name),,,,1,,,,
Trip-Level,Census-related,RHTS,CITY_PL,City (Place Name),,,,,,,,,,,,,,,,,,,,,,CITY_PL,City (Place Name),,,,1,,,,
Trip-Level,Census-related,RHTS,CITY_MCD,City (MCD Place Name),,,,,,,,,,,,,,,,,,,,,,CITY_MCD,City (MCD Place Name),,,,1,,,,
Trip-Level,Census-related,RHTS,STATE,State,,,,,,,,,,,,,,,,,,,,,,STATE,State,,,,1,,,,
Trip-Level,Census-related,RHTS,ZIP,Zip Code,,,,,,,,,,,,,,,,,,,,,,ZIP,Zip Code,,,,1,,,,
Trip-Level,Travel experience-related,RHTS,LONGTRIP,Flag for Long Trip Duration,,,,,,,,,,,,,,,,,,,,,,LONGTRIP,Flag for Long Trip Duration,,,,1,,,,
Trip-Level,General trip characteristics,RHTS,IMPUTED,Location Imputed by NYMTC/NJTPA,,,,,,,,,,,,,,,,,,,,,,IMPUTED,Location Imputed by NYMTC/NJTPA,,,,1,,,,
Trip-Level,Survey-related,RHTS,MISSTRAN,Missing Transit Information,,,,,,,,,,,,,,,,,,,,,,MISSTRAN,Missing Transit Information,,,,1,,,,
Trip-Level,Survey-related,RHTS,NOTE,Note from NYMTC/NJTPA Data Review,,,,,,,,,,,,,,,,,,,,,,NOTE,Note from NYMTC/NJTPA Data Review,,,,1,,,,
Trip-Level,Survey-related,RHTS,CHANGED,Flag Indicating Record was changed during data QC,,,,,,,,,,,,,,,,,,,,,,CHANGED,Flag Indicating Record was changed during data QC,,,,1,,,,
Trip-Level,Census-related,RHTS,TAZ,Location TAZ (NYMTC Provided),,,,,,,,,,,,,,,,,,,,,,TAZ,Location TAZ (NYMTC Provided),,,,,,,,
Trip-Level,Census-related,RHTS,TRACT,Location Census Tract 2010 (NYMTC Provided),,,,,,,,,,,,,,,,,,,,,,TRACT,Location Census Tract 2010 (NYMTC Provided),,,,,,,,
Trip-Level,Trip replacement behavior,RHTS,ORIG_HOME,1 If Home is origin,,,,,,,,,,,,,,,,,,,,,,ORIG_HOME,1 If Home is origin,,,,,1,1,,
Trip-Level,Trip replacement behavior,RHTS,DHOME,1 If Home is destination,,,,,,,,,,,,,,,,,,,,,,DHOME,1 If Home is destination,,,,,1,,,
Trip-Level,General trip characteristics,RHTS,TRIPNO,Unlinked Trip Number (segment),,,,,,,,,,,,,,,,,,,,,,TRIPNO,Unlinked Trip Number (segment),,,,,1,,,
Trip-Level,General trip characteristics,RHTS,LINKFLAG,Linked Trip Flag (1 if true),,,,,,,,,,,,,,,,,,,,,,LINKFLAG,Linked Trip Flag (1 if true),,,,,1,,,
Trip-Level,Census-related,RHTS,TOUR_ID,Tour ID,,,,,,,,,,,,,,,,,,,,,,TOUR_ID,Tour ID,,,,,1,1,1,1
Trip-Level,Census-related,RHTS,OTAZ,Origin TAZ (WGS84),,,,,,,,,,,,,,,,,,,,,,OTAZ,Origin TAZ (WGS84),,,,,1,1,1,
Trip-Level,Census-related,RHTS,DTAZ,Destination TAZ (WGS84),,,,,,,,,,,,,,,,,,,,,,DTAZ,Destination TAZ (WGS84),,,,,1,1,,
Trip-Level,Census-related,RHTS,No_TAZ,No TAZ flag for origin and destination,,,,,,,,,,,,,,,,,,,,,,No_TAZ,No TAZ flag for origin and destination,,,,,1,1,,
Trip-Level,Travel experience-related,RHTS,DTPURP,Destination Primary Trip Purpose [RETR],,,,,,,,,,,,,,,,,,,,,,DTPURP,Destination Primary Trip Purpose [RETR],,,,,1,1,,
Trip-Level,Travel experience-related,RHTS,OTPURP_AGG,Origin Purpose (Aggregate),,,,,,,,,,,,,,,,,,,,,,OTPURP_AGG,Origin Purpose (Aggregate),,,,,1,1,,
Trip-Level,Travel experience-related,RHTS,DTPURP_AGG,Destination Purpose (Aggregate),,,,,,,,,,,,,,,,,,,,,,DTPURP_AGG,Destination Purpose (Aggregate),,,,,1,1,,
Trip-Level,Census-related,RHTS,DTPUR2,Secondary Destination Purpose Code [RETR],,,,,,,,,,,,,,,,,,,,,,DTPUR2,Secondary Destination Purpose Code [RETR],,,,,,1,,
Trip-Level,Transit-related,RHTS,LTMODE_AGG,Aggregate Linked Trip Mode,,,,,,,,,,,,,,,,,,,,,,LTMODE_AGG,Aggregate Linked Trip Mode,,,,,1,1,,
Trip-Level,Census-related,RHTS,MODE_SAMP,Linked Trip Mode Code (as used for Sampling),,,,,,,,,,,,,,,,,,,,,,MODE_SAMP,Linked Trip Mode Code (as used for Sampling),,,,,1,1,,
Trip-Level,Transit-related,RHTS,FARE,Transit Fare Type,,,,,,,,,,,,,,,,,,,,,,FARE,Transit Fare Type,,,,1,1,1,,
Trip-Level,Travel experience-related,RHTS,TRP_DEP_HR,"Trip Departure Hours, 1 and 2 represents 1 AM and 2 AM respectively",,,,,,,,,,,,,,,,,,,,,,TRP_DEP_HR,"Trip Departure Hours, 1 and 2 represents 1 AM and 2 AM respectively",,,,,1,1,,
Trip-Level,Travel experience-related,RHTS,TRP_ARR_HR,"Trip Arrival Hours, 1 and 2 represents 1 AM and 2 AM respectively",,,,,,,,,,,,,,,,,,,,,,TRP_ARR_HR,"Trip Arrival Hours, 1 and 2 represents 1 AM and 2 AM respectively",,,,,1,1,,
Trip-Level,Travel experience-related,RHTS,TRP_DEP_MIN,Trip Departure Minutes,,,,,,,,,,,,,,,,,,,,,,TRP_DEP_MIN,Trip Departure Minutes,,,,,1,1,,
Trip-Level,Travel experience-related,RHTS,TRP_ARR_MIN,Trip Arrival Minutes,,,,,,,,,,,,,,,,,,,,,,TRP_ARR_MIN,Trip Arrival Minutes,,,,,1,1,,
Trip-Level,Census-related,RHTS,DXCORD,Destination Geocoded Longitude (in WGS 84),,,,,,,,,,,,,,,,,,,,,,DXCORD,Destination Geocoded Longitude (in WGS 84),,,,,1,1,,
Trip-Level,Census-related,RHTS,DYCORD,Destination Geocoded Latitude (in WGS 84),,,,,,,,,,,,,,,,,,,,,,DYCORD,Destination Geocoded Latitude (in WGS 84),,,,,1,1,,
Trip-Level,Census-related,RHTS,OXCORD,Origin Geocoded Longitude (in WGS 84),,,,,,,,,,,,,,,,,,,,,,OXCORD,Origin Geocoded Longitude (in WGS 84),,,,,1,1,,
Trip-Level,Census-related,RHTS,OYCORD,Origin Geocoded Latitude (in WGS 84),,,,,,,,,,,,,,,,,,,,,,OYCORD,Origin Geocoded Latitude (in WGS 84),,,,,1,1,,
Trip-Level,Census-related,RHTS,OTRACT,Origin Tract 2010 (WGS84),,,,,,,,,,,,,,,,,,,,,,OTRACT,Origin Tract 2010 (WGS84),,,,,1,1,1,
Trip-Level,Census-related,RHTS,DTRACT,Destination Tract 2010 (WGS84),,,,,,,,,,,,,,,,,,,,,,DTRACT,Destination Tract 2010 (WGS84),,,,,1,1,,
Trip-Level,Census-related,RHTS,OMCD,Origin MCD,,,,,,,,,,,,,,,,,,,,,,OMCD,Origin MCD,,,,,1,1,,
Trip-Level,Census-related,RHTS,DMCD,Destination MCD,,,,,,,,,,,,,,,,,,,,,,DMCD,Destination MCD,,,,,1,1,,
Trip-Level,Census-related,RHTS,OZIP,Origin Zip,,,,,,,,,,,,,,,,,,,,,,OZIP,Origin Zip,,,,,1,1,,
Trip-Level,Census-related,RHTS,DZIP,Destination Zip,,,,,,,,,,,,,,,,,,,,,,DZIP,Destination Zip,,,,,1,1,,
Trip-Level,Census-related,RHTS,UNIQUEID1,UID for Unlinked Trips,,,,,,,,,,,,,,,,,,,,,,UNIQUEID1,UID for Unlinked Trips,,,,,,1,,
Trip-Level,Census-related,RHTS,UNIQUEID2,UID for linkedtrips (use to merge with Linked Trip File),,,,,,,,,,,,,,,,,,,,,,UNIQUEID2,UID for linkedtrips (use to merge with Linked Trip File),,,,,1,1,,
Trip-Level,Travel experience-related,RHTS,TRP_DEP,Trip Departure Time,,,,,,,,,,,,,,,,,,,,,,TRP_DEP,Trip Departure Time,,,,,1,,,
Trip-Level,Travel experience-related,RHTS,TRP_ARR,Trip Arrival Time,,,,,,,,,,,,,,,,,,,,,,TRP_ARR,Trip Arrival Time,,,,,1,,,
Trip-Level,Travel experience-related,RHTS,TRPDIST_HN,Trip Distance (Miles) - Hwy Network (Midday),,,,,,,,,,,,,,,,,,,,,,TRPDIST_HN,Trip Distance (Miles) - Hwy Network (Midday),,,,,1,,,
Trip-Level,Travel experience-related,RHTS,TRPDUR_HN,Trip Duration (Minutes) - Hwy Network (Midday),,,,,,,,,,,,,,,,,,,,,,TRPDUR_HN,Trip Duration (Minutes) - Hwy Network (Midday),,,,,1,,,
Trip-Level,General trip characteristics,RHTS,ONYC,1 if Origin is in NYC,,,,,,,,,,,,,,,,,,,,,,ONYC,1 if Origin is in NYC,,,,,1,1,,
Trip-Level,General trip characteristics,RHTS,OMPO,Origin MPO,,,,,,,,,,,,,,,,,,,,,,OMPO,Origin MPO,,,,,1,1,,
Trip-Level,General trip characteristics,RHTS,DNYC,1 if destination is in NYC,,,,,,,,,,,,,,,,,,,,,,DNYC,1 if destination is in NYC,,,,,1,1,,
Trip-Level,General trip characteristics,RHTS,DMPO,Destination MPO,,,,,,,,,,,,,,,,,,,,,,DMPO,Destination MPO,,,,,1,1,,
Trip-Level,Identifier,RHTS,PERTYPE,Person Type Code,,,,,,,,,,,,,,,,,,,,,,PERTYPE,Person Type Code,,,,,1,,1,
Trip-Level,General trip characteristics,RHTS,DEST_HOME,If Home is destination,,,,,,,,,,,,,,,,,,,,,,DEST_HOME,If Home is destination,,,,,1,,,
Trip-Level,Identifier,RHTS,SUBT_ID,Subtour ID,,,,,,,,,,,,,,,,,,,,,,SUBT_ID,Subtour ID,,,,,1,,,1
Trip-Level,Identifier,RHTS,DTYPE,Destination Type Code,,,,,,,,,,,,,,,,,,,,,,DTYPE,Destination Type Code,,,,,1,,,
Trip-Level,General trip characteristics,RHTS,TOUR_PURP,Tour Purpose,,,,,,,,,,,,,,,,,,,,,,TOUR_PURP,Tour Purpose,,,,,1,,,
Trip-Level,Census-related,RHTS,PRIM_TAZ,Primary Tour Destination TAZ (NYMTC),,,,,,,,,,,,,,,,,,,,,,PRIM_TAZ,Primary Tour Destination TAZ (NYMTC),,,,,1,,1,1
Trip-Level,Census-related,RHTS,SUBT_TAZ,subtour TAZ (NYMTC),,,,,,,,,,,,,,,,,,,,,,SUBT_TAZ,subtour TAZ (NYMTC),,,,,1,,,
Trip-Level,Census-related,RHTS,PRIM_TRACT,Primary Tour Destination Census Tract 2010,,,,,,,,,,,,,,,,,,,,,,PRIM_TRACT,Primary Tour Destination Census Tract 2010,,,,,1,,1,1
Trip-Level,Census-related,RHTS,SUBT_TRACT,Subtour Census Tract 2010,,,,,,,,,,,,,,,,,,,,,,SUBT_TRACT,Subtour Census Tract 2010,,,,,1,,,
Trip-Level,General trip characteristics,RHTS,DPRIOR,Priority of Destination,,,,,,,,,,,,,,,,,,,,,,DPRIOR,Priority of Destination,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,PRIM_PURP,Tour Purpose,,,,,,,,,,,,,,,,,,,,,,PRIM_PURP,Tour Purpose,,,,,,,1,1
Trip-Level,Census-related,RHTS,PRIM_DXCORD,Primary Destination X Coord,,,,,,,,,,,,,,,,,,,,,,PRIM_DXCORD,Primary Destination X Coord,,,,,,,1,
Trip-Level,Census-related,RHTS,PRIM_DYCORD,Primary Destination Y Coord,,,,,,,,,,,,,,,,,,,,,,PRIM_DYCORD,Primary Destination Y Coord,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,PRIM_TRP1,Tripno for 1st Trip to Primary Dest,,,,,,,,,,,,,,,,,,,,,,PRIM_TRP1,Tripno for 1st Trip to Primary Dest,,,,,,,1,
